Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
26589529,10/30/2013 09:28:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10036,5 TIMES SQUARE,TIMES SQUARE,WEST 41 STREET,WEST 42 STREET,,,ADDRESS,NEW YORK,,,Open,,,05 MANHATTAN,MANHATTAN,987794.0,214602.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.755708713291305,-73.98720804480433,"(40.755708713291305, -73.98720804480433)"
26595006,10/30/2013 09:23:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10036,762 8 AVENUE,8 AVENUE,WEST 46 STREET,WEST 47 STREET,,,ADDRESS,NEW YORK,,,Open,,,05 MANHATTAN,MANHATTAN,987675.0,216225.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76016348051167,-73.9876367447037,"(40.760163480511665, -73.9876367447037)"
26594115,10/30/2013 09:20:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10019,1650 BROADWAY,BROADWAY,WEST 50 STREET,WEST 51 STREET,,,ADDRESS,NEW YORK,,,Open,,,05 MANHATTAN,MANHATTAN,988770.0,216881.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.761963540070525,-73.98368367172816,"(40.761963540070525, -73.98368367172816)"
26594092,10/30/2013 09:11:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11375,92 GROTON STREET,GROTON STREET,71 AVENUE,72 AVENUE,,,ADDRESS,Forest Hills,,,Open,,,06 QUEENS,QUEENS,1026993.0,199891.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71522810775696,-73.84581412321039,"(40.71522810775696, -73.84581412321039)"
26590347,10/30/2013 09:01:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11375,71-27 NANSEN STREET,NANSEN STREET,71 AVENUE,72 AVENUE,,,ADDRESS,Forest Hills,,,Open,,,06 QUEENS,QUEENS,1025947.0,198389.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71111047352694,-73.84959663117945,"(40.71111047352694, -73.84959663117945)"
26595917,10/30/2013 08:54:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11204,480 16 AVENUE,16 AVENUE,48 STREET,49 STREET,,,BLOCKFACE,BROOKLYN,,,Open,,,12 BROOKLYN,BROOKLYN,988352.0,169282.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63131558540472,-73.9852215592035,"(40.631315585404714, -73.9852215592035)"
26590362,10/30/2013 08:47:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11204,16 AVENUE,16 AVENUE,49 STREET,50 STREET,,,BLOCKFACE,BROOKLYN,,,Open,,,12 BROOKLYN,BROOKLYN,988191.0,169078.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63075572162252,-73.98580171951133,"(40.63075572162252, -73.98580171951133)"
26594114,10/30/2013 08:42:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11435,144-06 87 AVENUE,87 AVENUE,144 STREET,148 STREET,,,ADDRESS,Jamaica,,,Open,,,08 QUEENS,QUEENS,1036446.0,196837.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70679490291203,-73.81173829789134,"(40.70679490291203, -73.81173829789134)"
26594936,10/30/2013 08:39:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11216,296 NEW YORK AVENUE,NEW YORK AVENUE,LINCOLN PLACE,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,,,Open,,,08 BROOKLYN,BROOKLYN,998758.0,183435.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67015155603911,-73.94770100634996,"(40.67015155603911, -73.94770100634996)"
26590409,10/30/2013 08:34:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11216,292 NEW YORK AVENUE,NEW YORK AVENUE,LINCOLN PLACE,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,,,Open,,,08 BROOKLYN,BROOKLYN,998762.0,183485.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67028878828104,-73.94768647935891,"(40.670288788281034, -73.94768647935891)"
26594091,10/30/2013 08:10:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10301,334 BRIGHTON AVENUE,BRIGHTON AVENUE,PORTLAND PLACE,STANLEY AVENUE,,,ADDRESS,STATEN ISLAND,,,Open,,,01 STATEN ISLAND,STATEN ISLAND,957448.0,170676.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.635102220578624,-74.09656614431823,"(40.635102220578624, -74.09656614431823)"
26593090,10/30/2013 08:07:00 PM,,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,10309,MARCY AVENUE,MARCY AVENUE,LAMONT AVENUE,IONIA AVENUE,,,BLOCKFACE,STATEN ISLAND,,,Open,,,03 STATEN ISLAND,STATEN ISLAND,928742.0,134921.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.536828751275166,-74.19969834838972,"(40.536828751275166, -74.19969834838972)"
26595061,10/30/2013 08:02:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11235,2813 BROWN STREET,BROWN STREET,DUNNE PLACE,GUNNISON COURT,,,ADDRESS,BROOKLYN,,,Open,,,15 BROOKLYN,BROOKLYN,1001758.0,152362.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58485731213639,-73.93696709695394,"(40.58485731213639, -73.93696709695394)"
26594032,10/30/2013 07:54:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11230,1510 AVENUE M,AVENUE M,EAST 15 STREET,NYCTA SUBWAY,,,ADDRESS,BROOKLYN,,,Open,,,14 BROOKLYN,BROOKLYN,995431.0,164408.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61793137129375,-73.9597258362938,"(40.61793137129375, -73.9597258362938)"
26593133,10/30/2013 07:52:00 PM,,DEP,Department of Environmental Protection,Water System,No Water/Low Pressure (WA5),,10468,3235 GRAND CONCOURSE,GRAND CONCOURSE,VAN CORTLANDT AVENUE EAST,EAST MOSHOLU PARKWAY SOUTH,,,ADDRESS,BRONX,,,Open,,,07 BRONX,BRONX,1015995.0,259029.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87759196636364,-73.88520735520898,"(40.87759196636364, -73.88520735520898)"
26589528,10/30/2013 07:50:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11412,191-55 115 DRIVE,115 DRIVE,191 STREET,194 STREET,,,ADDRESS,Saint Albans,,,Open,,,12 QUEENS,QUEENS,1050701.0,192492.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69477336654586,-73.76036614534536,"(40.69477336654586, -73.76036614534536)"
26590398,10/30/2013 07:48:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11104,,,,,47 AVENUE,39 STREET,INTERSECTION,Sunnyside,,,Open,,,02 QUEENS,QUEENS,1004603.0,209623.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74201990232245,-73.9265515797801,"(40.742019902322454, -73.9265515797801)"
26594031,10/30/2013 07:18:00 PM,,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11422,137-08 257 STREET,257 STREET,BOROUGH BOUNDARY,HOOK CREEK BOULEVARD,,,ADDRESS,Rosedale,,,Open,,,13 QUEENS,QUEENS,1060010.0,179768.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.659774236739295,-73.72693951110719,"(40.659774236739295, -73.72693951110719)"
26594074,10/30/2013 06:34:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11205,,,,,MYRTLE AVENUE,SKILLMAN STREET,INTERSECTION,BROOKLYN,,,Open,,,03 BROOKLYN,BROOKLYN,996150.0,192294.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.694471381557854,-73.9570867780522,"(40.694471381557854, -73.9570867780522)"
26594108,10/30/2013 06:33:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10065,40 EAST   65 STREET,EAST   65 STREET,1 AVENUE,YORK AVENUE,,,BLOCKFACE,NEW YORK,,,Open,,,08 MANHATTAN,MANHATTAN,995607.0,217357.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76326389840382,-73.95900261864631,"(40.76326389840382, -73.95900261864631)"
26594104,10/30/2013 05:28:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10022,,,,,EAST 50 STREET,PARK AVENUE,INTERSECTION,NEW YORK,,,Open,,,05 MANHATTAN,MANHATTAN,991458.0,215139.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75718041359206,-73.97398237831032,"(40.75718041359206, -73.97398237831032)"
26590368,10/30/2013 05:26:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10023,2121 BROADWAY,BROADWAY,WEST 74 STREET,WEST 75 STREET,,,ADDRESS,NEW YORK,,,Open,,,07 MANHATTAN,MANHATTAN,989374.0,223596.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.78039413355943,-73.98149822847729,"(40.78039413355943, -73.98149822847729)"
26591240,10/30/2013 05:22:00 PM,,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11204,1447 WEST 8 STREET,WEST 8 STREET,BEND,AVENUE O,,,ADDRESS,BROOKLYN,,,Open,,,11 BROOKLYN,BROOKLYN,989160.0,162081.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61154993185753,-73.98231578256303,"(40.61154993185753, -73.98231578256303)"
26594022,10/30/2013 05:19:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11411,,,,,SPRINGFIELD BOULEVARD,LINDEN BOULEVARD,INTERSECTION,Cambria Heights,,,Open,,,13 QUEENS,QUEENS,1055351.0,193031.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69621665319137,-73.7435918403415,"(40.69621665319137, -73.7435918403415)"
26595970,10/30/2013 05:03:00 PM,,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,10031,456 WEST 141 STREET,WEST 141 STREET,CONVENT AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,,Open,,,09 MANHATTAN,MANHATTAN,998527.0,238846.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82224115706565,-73.94841609719647,"(40.82224115706565, -73.94841609719647)"
26591239,10/30/2013 05:01:00 PM,,DEP,Department of Environmental Protection,Water System,No Water/Low Pressure (WA5),,11432,84-74 HOMELAWN STREET,HOMELAWN STREET,ASPEN PLACE,171 STREET,,,ADDRESS,Jamaica,,,Open,,,08 QUEENS,QUEENS,1041636.0,199913.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71520563075225,-73.79299273779891,"(40.71520563075225, -73.79299273779891)"
26591282,10/30/2013 04:50:00 PM,,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10475,120 BENCHLEY PLACE,BENCHLEY PLACE,BELLAMY LOOP,DEAD END,,,ADDRESS,BRONX,,,Open,,,10 BRONX,BRONX,1032354.0,257684.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87382636243711,-73.82606159363556,"(40.87382636243711, -73.82606159363556)"
26593180,10/30/2013 04:36:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11432,83-60 CHARLECOTE RIDGE,CHARLECOTE RIDGE,HOMELAWN STREET,CROYDON ROAD,,,ADDRESS,Jamaica,,,Open,,,08 QUEENS,QUEENS,1042631.0,200939.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71801523689491,-73.78939461151909,"(40.71801523689491, -73.78939461151909)"
26595904,10/30/2013 04:32:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11365,64-67 185 STREET,185 STREET,64 AVENUE,67 AVENUE,,,ADDRESS,Fresh Meadows,,,Open,,,08 QUEENS,QUEENS,1042901.0,208224.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73800894104318,-73.78835711405469,"(40.73800894104318, -73.78835711405469)"
26594929,10/30/2013 04:14:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11364,58-47 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,58 AVENUE,HOLLIS COURT BOULEVARD,,,ADDRESS,Oakland Gardens,,,Open,,,11 QUEENS,QUEENS,1046245.0,210588.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.744474703348025,-73.77626851050468,"(40.744474703348025, -73.77626851050468)"
26595039,10/30/2013 04:13:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,10471,5521 MOSHOLU AVENUE,MOSHOLU AVENUE,WEST 255 STREET,WEST 256 STREET,,,ADDRESS,BRONX,,,Open,,,08 BRONX,BRONX,1010857.0,268294.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.903038434765136,-73.90374997540346,"(40.903038434765136, -73.90374997540346)"
26595968,10/30/2013 04:12:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11357,,,,,UTOPIA PARKWAY,21 ROAD,INTERSECTION,Whitestone,,,Open,,,07 QUEENS,QUEENS,1041440.0,222727.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7778254277256,-73.79350576343502,"(40.777825427725595, -73.79350576343502)"
26592210,10/30/2013 04:11:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11237,,,,,RANDOLPH STREET,GARDNER AVENUE,INTERSECTION,BROOKLYN,,,Open,,,01 BROOKLYN,BROOKLYN,1005171.0,197932.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70992963627971,-73.92453816867837,"(40.70992963627971, -73.92453816867837)"
26593179,10/30/2013 03:58:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11418,ATLANTIC AVENUE,ATLANTIC AVENUE,108 STREET,109 STREET,,,BLOCKFACE,Richmond Hill,,,Open,,,09 QUEENS,QUEENS,1029424.0,191245.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69148483080824,-73.83710284904771,"(40.69148483080824, -73.83710284904771)"
26591280,10/30/2013 03:58:00 PM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10314,916 ROCKLAND AVENUE,ROCKLAND AVENUE,BEND,ANJALI LOOP,,,ADDRESS,STATEN ISLAND,,,Open,,,02 STATEN ISLAND,STATEN ISLAND,943089.0,153752.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58859430618575,-74.14819759673738,"(40.58859430618575, -74.14819759673738)"
26593077,10/30/2013 03:57:00 PM,10/30/2013 07:00:00 PM,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11373,79-09 QUEENS BOULEVARD,QUEENS BOULEVARD,BARNWELL AVENUE,CORNISH AVENUE,,,ADDRESS,Elmhurst,,,Closed,,10/30/2013 07:00:00 PM,04 QUEENS,QUEENS,1016222.0,208226.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73815111497396,-73.88462846053623,"(40.73815111497396, -73.88462846053623)"
26594927,10/30/2013 03:51:00 PM,,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11201,123 CONGRESS STREET,CONGRESS STREET,HICKS STREET,HENRY STREET,,,ADDRESS,BROOKLYN,,,Open,,,06 BROOKLYN,BROOKLYN,984847.0,190275.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68893767298687,-73.99784730535025,"(40.68893767298687, -73.99784730535025)"
26594009,10/30/2013 03:47:00 PM,,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,10301,445 CASTLETON AVENUE,CASTLETON AVENUE,BRIGHTON AVENUE,RIDGEWOOD PLACE,,,ADDRESS,STATEN ISLAND,,,Open,,,01 STATEN ISLAND,STATEN ISLAND,957098.0,170278.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.634008729847366,-74.09782557277855,"(40.634008729847366, -74.09782557277855)"
